"Time (UTC)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"18.07.2019 06:00 - 18.07.2019 06:15","61369","62617"
"18.07.2019 06:15 - 18.07.2019 06:30","62132","63266"
"18.07.2019 06:30 - 18.07.2019 06:45","62573","63817"
"18.07.2019 06:45 - 18.07.2019 07:00","62910","64084"
"18.07.2019 07:00 - 18.07.2019 07:15","63032","63792"
"18.07.2019 07:15 - 18.07.2019 07:30","63314","64130"
"18.07.2019 07:30 - 18.07.2019 07:45","63978","64634"
"18.07.2019 07:45 - 18.07.2019 08:00","64494","65037"
"18.07.2019 08:00 - 18.07.2019 08:15","64745","64894"
"18.07.2019 08:15 - 18.07.2019 08:30","64997","65354"
"18.07.2019 08:30 - 18.07.2019 08:45","65471","65696"
"18.07.2019 08:45 - 18.07.2019 09:00","65956","66505"
"18.07.2019 09:00 - 18.07.2019 09:15","66254","66937"
"18.07.2019 09:15 - 18.07.2019 09:30","66572","67541"
"18.07.2019 09:30 - 18.07.2019 09:45","66720","68083"
"18.07.2019 09:45 - 18.07.2019 10:00","66900","68360"
"18.07.2019 10:00 - 18.07.2019 10:15","66422","67646"
"18.07.2019 10:15 - 18.07.2019 10:30","65983","67055"
"18.07.2019 10:30 - 18.07.2019 10:45","65888","66993"
"18.07.2019 10:45 - 18.07.2019 11:00","65843","66854"
"18.07.2019 11:00 - 18.07.2019 11:15","65833","67002"
"18.07.2019 11:15 - 18.07.2019 11:30","65664","66974"
"18.07.2019 11:30 - 18.07.2019 11:45","65042","66705"
"18.07.2019 11:45 - 18.07.2019 12:00","64619","66209"
"18.07.2019 12:00 - 18.07.2019 12:15","64413","66055"
"18.07.2019 12:15 - 18.07.2019 12:30","64422","66356"
"18.07.2019 12:30 - 18.07.2019 12:45","64293","66072"
"18.07.2019 12:45 - 18.07.2019 13:00","63994","65562"
"18.07.2019 13:00 - 18.07.2019 13:15","64061","65702"
"18.07.2019 13:15 - 18.07.2019 13:30","63544","65101"
"18.07.2019 13:30 - 18.07.2019 13:45","63155","64867"
"18.07.2019 13:45 - 18.07.2019 14:00","62799","64331"
"18.07.2019 14:00 - 18.07.2019 14:15","62446","64071"
"18.07.2019 14:15 - 18.07.2019 14:30","62021","63450"
"18.07.2019 14:30 - 18.07.2019 14:45","61983","63059"
"18.07.2019 14:45 - 18.07.2019 15:00","61744","63033"
"18.07.2019 15:00 - 18.07.2019 15:15","61727","63419"
"18.07.2019 15:15 - 18.07.2019 15:30","61555","63573"
"18.07.2019 15:30 - 18.07.2019 15:45","61475","63433"
"18.07.2019 15:45 - 18.07.2019 16:00","61327","63275"
"18.07.2019 16:00 - 18.07.2019 16:15","61041","63035"
"18.07.2019 16:15 - 18.07.2019 16:30","60865","62553"
"18.07.2019 16:30 - 18.07.2019 16:45","60761","62864"
"18.07.2019 16:45 - 18.07.2019 17:00","60604","63096"
"18.07.2019 17:00 - 18.07.2019 17:15","60417","62843"
"18.07.2019 17:15 - 18.07.2019 17:30","59909","62174"
"18.07.2019 17:30 - 18.07.2019 17:45","59394","61852"
"18.07.2019 17:45 - 18.07.2019 18:00","59148","61561"
"18.07.2019 18:00 - 18.07.2019 18:15","58326","60663"
"18.07.2019 18:15 - 18.07.2019 18:30","57524","59736"
"18.07.2019 18:30 - 18.07.2019 18:45","56803","58920"
"18.07.2019 18:45 - 18.07.2019 19:00","56183","58491"
"18.07.2019 19:00 - 18.07.2019 19:15","55652","57960"
"18.07.2019 19:15 - 18.07.2019 19:30","55205","57275"
"18.07.2019 19:30 - 18.07.2019 19:45","54763","57379"
"18.07.2019 19:45 - 18.07.2019 20:00","54252","56952"
"18.07.2019 20:00 - 18.07.2019 20:15","54068","56053"
"18.07.2019 20:15 - 18.07.2019 20:30","53222","55130"
"18.07.2019 20:30 - 18.07.2019 20:45","52338","54031"
"18.07.2019 20:45 - 18.07.2019 21:00","51349","52906"
"18.07.2019 21:00 - 18.07.2019 21:15","50029","51749"
"18.07.2019 21:15 - 18.07.2019 21:30","49145","50836"
"18.07.2019 21:30 - 18.07.2019 21:45","48296","49963"
"18.07.2019 21:45 - 18.07.2019 22:00","47522","49144"
"18.07.2019 22:00 - 18.07.2019 22:15","46405","48449"
"18.07.2019 22:15 - 18.07.2019 22:30","45889","47838"
"18.07.2019 22:30 - 18.07.2019 22:45","45443","47496"
"18.07.2019 22:45 - 18.07.2019 23:00","45051","46974"
"18.07.2019 23:00 - 18.07.2019 23:15","45082","46341"
"18.07.2019 23:15 - 18.07.2019 23:30","44308","45977"
"18.07.2019 23:30 - 18.07.2019 23:45","43747","45586"
"18.07.2019 23:45 - 19.07.2019 00:00","44048","45565"
"19.07.2019 00:00 - 19.07.2019 00:15","42777","45031"
"19.07.2019 00:15 - 19.07.2019 00:30","42795","44921"
"19.07.2019 00:30 - 19.07.2019 00:45","42689","44846"
"19.07.2019 00:45 - 19.07.2019 01:00","42736","44743"
"19.07.2019 01:00 - 19.07.2019 01:15","42800","45119"
"19.07.2019 01:15 - 19.07.2019 01:30","42854","44904"
"19.07.2019 01:30 - 19.07.2019 01:45","42886","44918"
"19.07.2019 01:45 - 19.07.2019 02:00","42912","44910"
"19.07.2019 02:00 - 19.07.2019 02:15","43292","45267"
"19.07.2019 02:15 - 19.07.2019 02:30","43523","45593"
"19.07.2019 02:30 - 19.07.2019 02:45","43777","46021"
"19.07.2019 02:45 - 19.07.2019 03:00","44243","46402"
"19.07.2019 03:00 - 19.07.2019 03:15","45462","47363"
"19.07.2019 03:15 - 19.07.2019 03:30","45905","47848"
"19.07.2019 03:30 - 19.07.2019 03:45","46843","48662"
"19.07.2019 03:45 - 19.07.2019 04:00","48109","49818"
"19.07.2019 04:00 - 19.07.2019 04:15","50936","52627"
"19.07.2019 04:15 - 19.07.2019 04:30","52870","54293"
"19.07.2019 04:30 - 19.07.2019 04:45","54452","55935"
"19.07.2019 04:45 - 19.07.2019 05:00","55798","57267"
"19.07.2019 05:00 - 19.07.2019 05:15","57468","58925"
"19.07.2019 05:15 - 19.07.2019 05:30","58665","59873"
"19.07.2019 05:30 - 19.07.2019 05:45","59735","60378"
"19.07.2019 05:45 - 19.07.2019 06:00","60660","61863"
"19.07.2019 06:00 - 19.07.2019 06:15","61599","63047"
"19.07.2019 06:15 - 19.07.2019 06:30","62226","63479"
"19.07.2019 06:30 - 19.07.2019 06:45","62725","63635"
"19.07.2019 06:45 - 19.07.2019 07:00","63303","63834"
"19.07.2019 07:00 - 19.07.2019 07:15","63316","63631"
"19.07.2019 07:15 - 19.07.2019 07:30","63646","64144"
"19.07.2019 07:30 - 19.07.2019 07:45","64387","65125"
"19.07.2019 07:45 - 19.07.2019 08:00","64817","65491"
"19.07.2019 08:00 - 19.07.2019 08:15","65099","65729"
"19.07.2019 08:15 - 19.07.2019 08:30","65344","66011"
"19.07.2019 08:30 - 19.07.2019 08:45","65631","66501"
"19.07.2019 08:45 - 19.07.2019 09:00","66015","67029"
"19.07.2019 09:00 - 19.07.2019 09:15","66079","66814"
"19.07.2019 09:15 - 19.07.2019 09:30","66473","67216"
"19.07.2019 09:30 - 19.07.2019 09:45","66596","67591"
"19.07.2019 09:45 - 19.07.2019 10:00","66356","67842"
"19.07.2019 10:00 - 19.07.2019 10:15","65900","67286"
"19.07.2019 10:15 - 19.07.2019 10:30","65418","66998"
"19.07.2019 10:30 - 19.07.2019 10:45","65116","66631"
"19.07.2019 10:45 - 19.07.2019 11:00","65025","66415"
"19.07.2019 11:00 - 19.07.2019 11:15","64699","66169"
"19.07.2019 11:15 - 19.07.2019 11:30","64411","65829"
"19.07.2019 11:30 - 19.07.2019 11:45","63964","65324"
"19.07.2019 11:45 - 19.07.2019 12:00","63432","64805"
"19.07.2019 12:00 - 19.07.2019 12:15","63133","64760"
"19.07.2019 12:15 - 19.07.2019 12:30","63027","64459"
"19.07.2019 12:30 - 19.07.2019 12:45","62858","64038"
"19.07.2019 12:45 - 19.07.2019 13:00","62706","63307"
"19.07.2019 13:00 - 19.07.2019 13:15","62436","62920"
"19.07.2019 13:15 - 19.07.2019 13:30","62043","62665"
"19.07.2019 13:30 - 19.07.2019 13:45","61827","62403"
"19.07.2019 13:45 - 19.07.2019 14:00","61129","61991"
"19.07.2019 14:00 - 19.07.2019 14:15","60871","62190"
"19.07.2019 14:15 - 19.07.2019 14:30","60552","61774"
"19.07.2019 14:30 - 19.07.2019 14:45","60292","61071"
"19.07.2019 14:45 - 19.07.2019 15:00","60041","60534"
"19.07.2019 15:00 - 19.07.2019 15:15","60170","60268"
"19.07.2019 15:15 - 19.07.2019 15:30","59989","60308"
"19.07.2019 15:30 - 19.07.2019 15:45","59839","60594"
"19.07.2019 15:45 - 19.07.2019 16:00","59732","60575"
"19.07.2019 16:00 - 19.07.2019 16:15","59437","60627"
"19.07.2019 16:15 - 19.07.2019 16:30","59093","60145"
"19.07.2019 16:30 - 19.07.2019 16:45","58947","60134"
"19.07.2019 16:45 - 19.07.2019 17:00","58579","59908"
"19.07.2019 17:00 - 19.07.2019 17:15","58338","59438"
"19.07.2019 17:15 - 19.07.2019 17:30","57714","58775"
"19.07.2019 17:30 - 19.07.2019 17:45","57248","58118"
"19.07.2019 17:45 - 19.07.2019 18:00","56778","57648"
"19.07.2019 18:00 - 19.07.2019 18:15","55980","56891"
"19.07.2019 18:15 - 19.07.2019 18:30","55238","55847"
"19.07.2019 18:30 - 19.07.2019 18:45","54511","55091"
"19.07.2019 18:45 - 19.07.2019 19:00","53961","54607"
"19.07.2019 19:00 - 19.07.2019 19:15","53541","54047"
"19.07.2019 19:15 - 19.07.2019 19:30","53217","53674"
"19.07.2019 19:30 - 19.07.2019 19:45","52732","53352"
"19.07.2019 19:45 - 19.07.2019 20:00","52309","53227"
"19.07.2019 20:00 - 19.07.2019 20:15","51983","52840"
"19.07.2019 20:15 - 19.07.2019 20:30","51065","52265"
"19.07.2019 20:30 - 19.07.2019 20:45","50184","51265"
"19.07.2019 20:45 - 19.07.2019 21:00","49163","50479"
"19.07.2019 21:00 - 19.07.2019 21:15","48129","49806"
"19.07.2019 21:15 - 19.07.2019 21:30","47477","48917"
"19.07.2019 21:30 - 19.07.2019 21:45","46769","47934"
"19.07.2019 21:45 - 19.07.2019 22:00","46083","47334"
"19.07.2019 22:00 - 19.07.2019 22:15","45438","46738"
"19.07.2019 22:15 - 19.07.2019 22:30","44642","46278"
"19.07.2019 22:30 - 19.07.2019 22:45","44106","45517"
"19.07.2019 22:45 - 19.07.2019 23:00","43693","45133"
"19.07.2019 23:00 - 19.07.2019 23:15","43570","44599"
"19.07.2019 23:15 - 19.07.2019 23:30","42825","43772"
"19.07.2019 23:30 - 19.07.2019 23:45","42085","43475"
"19.07.2019 23:45 - 20.07.2019 00:00","42427","42941"
"20.07.2019 00:00 - 20.07.2019 00:15","41327","42090"
"20.07.2019 00:15 - 20.07.2019 00:30","41146","41448"
"20.07.2019 00:30 - 20.07.2019 00:45","40885","41171"
"20.07.2019 00:45 - 20.07.2019 01:00","40801","41112"
"20.07.2019 01:00 - 20.07.2019 01:15","40627","40447"
"20.07.2019 01:15 - 20.07.2019 01:30","40507","40294"
"20.07.2019 01:30 - 20.07.2019 01:45","40363","40155"
"20.07.2019 01:45 - 20.07.2019 02:00","40287","40149"
"20.07.2019 02:00 - 20.07.2019 02:15","40454","39739"
"20.07.2019 02:15 - 20.07.2019 02:30","40324","39716"
"20.07.2019 02:30 - 20.07.2019 02:45","40264","39776"
"20.07.2019 02:45 - 20.07.2019 03:00","40297","39768"
"20.07.2019 03:00 - 20.07.2019 03:15","40637","40168"
"20.07.2019 03:15 - 20.07.2019 03:30","40476","39789"
"20.07.2019 03:30 - 20.07.2019 03:45","40510","39486"
"20.07.2019 03:45 - 20.07.2019 04:00","40756","39718"
"20.07.2019 04:00 - 20.07.2019 04:15","41273","40867"
"20.07.2019 04:15 - 20.07.2019 04:30","41819","41459"
"20.07.2019 04:30 - 20.07.2019 04:45","42455","42359"
"20.07.2019 04:45 - 20.07.2019 05:00","43004","43120"
"20.07.2019 05:00 - 20.07.2019 05:15","44093","43935"
"20.07.2019 05:15 - 20.07.2019 05:30","44989","44740"
"20.07.2019 05:30 - 20.07.2019 05:45","46022","46044"
"20.07.2019 05:45 - 20.07.2019 06:00","47208","46980"
"20.07.2019 06:00 - 20.07.2019 06:15","48261","48172"
"20.07.2019 06:15 - 20.07.2019 06:30","49148","49257"
"20.07.2019 06:30 - 20.07.2019 06:45","50052","50156"
"20.07.2019 06:45 - 20.07.2019 07:00","50905","51077"
"20.07.2019 07:00 - 20.07.2019 07:15","51806","51606"
"20.07.2019 07:15 - 20.07.2019 07:30","52388","52212"
"20.07.2019 07:30 - 20.07.2019 07:45","53160","53098"
"20.07.2019 07:45 - 20.07.2019 08:00","53717","53457"
"20.07.2019 08:00 - 20.07.2019 08:15","54254","54038"
"20.07.2019 08:15 - 20.07.2019 08:30","54647","54460"
"20.07.2019 08:30 - 20.07.2019 08:45","55007","54695"
"20.07.2019 08:45 - 20.07.2019 09:00","55355","55293"
"20.07.2019 09:00 - 20.07.2019 09:15","55510","55207"
"20.07.2019 09:15 - 20.07.2019 09:30","56095","55548"
"20.07.2019 09:30 - 20.07.2019 09:45","56164","55900"
"20.07.2019 09:45 - 20.07.2019 10:00","56173","56294"
"20.07.2019 10:00 - 20.07.2019 10:15","55664","56010"
"20.07.2019 10:15 - 20.07.2019 10:30","55283","55924"
"20.07.2019 10:30 - 20.07.2019 10:45","54953","56076"
"20.07.2019 10:45 - 20.07.2019 11:00","54636","55673"
"20.07.2019 11:00 - 20.07.2019 11:15","54233","55060"
"20.07.2019 11:15 - 20.07.2019 11:30","53942","54289"
"20.07.2019 11:30 - 20.07.2019 11:45","53579","53377"
"20.07.2019 11:45 - 20.07.2019 12:00","52935","52951"
"20.07.2019 12:00 - 20.07.2019 12:15","52543","52238"
"20.07.2019 12:15 - 20.07.2019 12:30","52398","51650"
"20.07.2019 12:30 - 20.07.2019 12:45","52094","51334"
"20.07.2019 12:45 - 20.07.2019 13:00","51836","51161"
"20.07.2019 13:00 - 20.07.2019 13:15","51798","51438"
"20.07.2019 13:15 - 20.07.2019 13:30","51651","51448"
"20.07.2019 13:30 - 20.07.2019 13:45","51613","51379"
"20.07.2019 13:45 - 20.07.2019 14:00","51424","51236"
"20.07.2019 14:00 - 20.07.2019 14:15","51395","51461"
"20.07.2019 14:15 - 20.07.2019 14:30","51141","51233"
"20.07.2019 14:30 - 20.07.2019 14:45","51251","50817"
"20.07.2019 14:45 - 20.07.2019 15:00","51110","50541"
"20.07.2019 15:00 - 20.07.2019 15:15","51355","50241"
"20.07.2019 15:15 - 20.07.2019 15:30","51204","50267"
"20.07.2019 15:30 - 20.07.2019 15:45","51447","50536"
"20.07.2019 15:45 - 20.07.2019 16:00","51536","50870"
"20.07.2019 16:00 - 20.07.2019 16:15","51642","52187"
"20.07.2019 16:15 - 20.07.2019 16:30","51371","52376"
"20.07.2019 16:30 - 20.07.2019 16:45","51200","51919"
"20.07.2019 16:45 - 20.07.2019 17:00","50944","51601"
"20.07.2019 17:00 - 20.07.2019 17:15","50668","51599"
"20.07.2019 17:15 - 20.07.2019 17:30","50164","51108"
"20.07.2019 17:30 - 20.07.2019 17:45","49806","50871"
"20.07.2019 17:45 - 20.07.2019 18:00","49319","50952"
"20.07.2019 18:00 - 20.07.2019 18:15","48822","50285"
"20.07.2019 18:15 - 20.07.2019 18:30","48073","48955"
"20.07.2019 18:30 - 20.07.2019 18:45","47629","48121"
"20.07.2019 18:45 - 20.07.2019 19:00","47105","48389"
"20.07.2019 19:00 - 20.07.2019 19:15","46789","47898"
"20.07.2019 19:15 - 20.07.2019 19:30","46545","47772"
"20.07.2019 19:30 - 20.07.2019 19:45","46220","48412"
"20.07.2019 19:45 - 20.07.2019 20:00","46276","48471"
"20.07.2019 20:00 - 20.07.2019 20:15","46492","48096"
"20.07.2019 20:15 - 20.07.2019 20:30","45825","47230"
"20.07.2019 20:30 - 20.07.2019 20:45","45189","46828"
"20.07.2019 20:45 - 20.07.2019 21:00","44551","46357"
"20.07.2019 21:00 - 20.07.2019 21:15","43611","44936"
"20.07.2019 21:15 - 20.07.2019 21:30","42971","44281"
"20.07.2019 21:30 - 20.07.2019 21:45","42345","43713"
"20.07.2019 21:45 - 20.07.2019 22:00","41603","43156"
"20.07.2019 22:00 - 20.07.2019 22:15","41249","41957"
"20.07.2019 22:15 - 20.07.2019 22:30","40631","41390"
"20.07.2019 22:30 - 20.07.2019 22:45","40014","40765"
"20.07.2019 22:45 - 20.07.2019 23:00","39667","39955"
"20.07.2019 23:00 - 20.07.2019 23:15","39610","39450"
"20.07.2019 23:15 - 20.07.2019 23:30","38822","38909"
"20.07.2019 23:30 - 20.07.2019 23:45","38263","38196"
"20.07.2019 23:45 - 21.07.2019 00:00","38684","37879"
"21.07.2019 00:00 - 21.07.2019 00:15","37607","37482"
"21.07.2019 00:15 - 21.07.2019 00:30","37507","37596"
"21.07.2019 00:30 - 21.07.2019 00:45","37238","37132"
"21.07.2019 00:45 - 21.07.2019 01:00","37090","37282"
"21.07.2019 01:00 - 21.07.2019 01:15","37005","36933"
"21.07.2019 01:15 - 21.07.2019 01:30","36862","36979"
"21.07.2019 01:30 - 21.07.2019 01:45","36675","36699"
"21.07.2019 01:45 - 21.07.2019 02:00","36555","36790"
"21.07.2019 02:00 - 21.07.2019 02:15","36709","36498"
"21.07.2019 02:15 - 21.07.2019 02:30","36645","36434"
"21.07.2019 02:30 - 21.07.2019 02:45","36620","36701"
"21.07.2019 02:45 - 21.07.2019 03:00","36685","36581"
"21.07.2019 03:00 - 21.07.2019 03:15","36885","36809"
"21.07.2019 03:15 - 21.07.2019 03:30","36611","36541"
"21.07.2019 03:30 - 21.07.2019 03:45","36565","36513"
"21.07.2019 03:45 - 21.07.2019 04:00","36558","36377"
"21.07.2019 04:00 - 21.07.2019 04:15","36789","36724"
"21.07.2019 04:15 - 21.07.2019 04:30","36898","36761"
"21.07.2019 04:30 - 21.07.2019 04:45","37132","37284"
"21.07.2019 04:45 - 21.07.2019 05:00","37446","37649"
"21.07.2019 05:00 - 21.07.2019 05:15","38149","38347"
"21.07.2019 05:15 - 21.07.2019 05:30","38808","38840"
"21.07.2019 05:30 - 21.07.2019 05:45","39834","39123"
"21.07.2019 05:45 - 21.07.2019 06:00","40646","39887"
"21.07.2019 06:00 - 21.07.2019 06:15","41470","40573"
"21.07.2019 06:15 - 21.07.2019 06:30","42335","41771"
"21.07.2019 06:30 - 21.07.2019 06:45","43269","42516"
"21.07.2019 06:45 - 21.07.2019 07:00","44179","43371"
"21.07.2019 07:00 - 21.07.2019 07:15","45210","43914"
"21.07.2019 07:15 - 21.07.2019 07:30","46184","44381"
"21.07.2019 07:30 - 21.07.2019 07:45","46945","44885"
"21.07.2019 07:45 - 21.07.2019 08:00","47673","45388"
"21.07.2019 08:00 - 21.07.2019 08:15","48301","45979"
"21.07.2019 08:15 - 21.07.2019 08:30","48945","46877"
"21.07.2019 08:30 - 21.07.2019 08:45","49670","47545"
"21.07.2019 08:45 - 21.07.2019 09:00","50398","48193"
"21.07.2019 09:00 - 21.07.2019 09:15","50861","48766"
"21.07.2019 09:15 - 21.07.2019 09:30","51743","49374"
"21.07.2019 09:30 - 21.07.2019 09:45","52195","50117"
"21.07.2019 09:45 - 21.07.2019 10:00","52325","50182"
"21.07.2019 10:00 - 21.07.2019 10:15","52301","50480"
"21.07.2019 10:15 - 21.07.2019 10:30","51870","49928"
"21.07.2019 10:30 - 21.07.2019 10:45","51425","49637"
"21.07.2019 10:45 - 21.07.2019 11:00","51224","49413"
"21.07.2019 11:00 - 21.07.2019 11:15","50743","48895"
"21.07.2019 11:15 - 21.07.2019 11:30","50226","48460"
"21.07.2019 11:30 - 21.07.2019 11:45","49700","47916"
"21.07.2019 11:45 - 21.07.2019 12:00","49348","47753"
"21.07.2019 12:00 - 21.07.2019 12:15","49139","47141"
"21.07.2019 12:15 - 21.07.2019 12:30","48772","47097"
"21.07.2019 12:30 - 21.07.2019 12:45","48529","46793"
"21.07.2019 12:45 - 21.07.2019 13:00","48337","46188"
"21.07.2019 13:00 - 21.07.2019 13:15","48449","45974"
"21.07.2019 13:15 - 21.07.2019 13:30","48106","46006"
"21.07.2019 13:30 - 21.07.2019 13:45","48114","45634"
"21.07.2019 13:45 - 21.07.2019 14:00","47970","45374"
"21.07.2019 14:00 - 21.07.2019 14:15","48125","45469"
"21.07.2019 14:15 - 21.07.2019 14:30","48121","45311"
"21.07.2019 14:30 - 21.07.2019 14:45","48281","45560"
"21.07.2019 14:45 - 21.07.2019 15:00","48291","45719"
"21.07.2019 15:00 - 21.07.2019 15:15","48624","46054"
"21.07.2019 15:15 - 21.07.2019 15:30","48676","46190"
"21.07.2019 15:30 - 21.07.2019 15:45","48753","46104"
"21.07.2019 15:45 - 21.07.2019 16:00","49116","46180"
"21.07.2019 16:00 - 21.07.2019 16:15","49387","46968"
"21.07.2019 16:15 - 21.07.2019 16:30","49366","47489"
"21.07.2019 16:30 - 21.07.2019 16:45","49318","47396"
"21.07.2019 16:45 - 21.07.2019 17:00","49260","47301"
"21.07.2019 17:00 - 21.07.2019 17:15","49029","48085"
"21.07.2019 17:15 - 21.07.2019 17:30","48698","48066"
"21.07.2019 17:30 - 21.07.2019 17:45","48551","48072"
"21.07.2019 17:45 - 21.07.2019 18:00","48283","47848"
"21.07.2019 18:00 - 21.07.2019 18:15","48103","48094"
"21.07.2019 18:15 - 21.07.2019 18:30","47792","47896"
"21.07.2019 18:30 - 21.07.2019 18:45","47367","47664"
"21.07.2019 18:45 - 21.07.2019 19:00","46947","47035"
"21.07.2019 19:00 - 21.07.2019 19:15","46875","46937"
"21.07.2019 19:15 - 21.07.2019 19:30","46893","46962"
"21.07.2019 19:30 - 21.07.2019 19:45","46897","47604"
"21.07.2019 19:45 - 21.07.2019 20:00","47260","48062"
"21.07.2019 20:00 - 21.07.2019 20:15","47677","48254"
"21.07.2019 20:15 - 21.07.2019 20:30","47141","47759"
"21.07.2019 20:30 - 21.07.2019 20:45","46405","47052"
"21.07.2019 20:45 - 21.07.2019 21:00","45843","46032"
"21.07.2019 21:00 - 21.07.2019 21:15","44894","45418"
"21.07.2019 21:15 - 21.07.2019 21:30","44286","44899"
"21.07.2019 21:30 - 21.07.2019 21:45","43619","44019"
"21.07.2019 21:45 - 21.07.2019 22:00","42946","43373"
"21.07.2019 22:00 - 21.07.2019 22:15","42183","42684"
"21.07.2019 22:15 - 21.07.2019 22:30","41684","42341"
"21.07.2019 22:30 - 21.07.2019 22:45","41166","42117"
"21.07.2019 22:45 - 21.07.2019 23:00","40969","41552"
"21.07.2019 23:00 - 21.07.2019 23:15","41076","40958"
"21.07.2019 23:15 - 21.07.2019 23:30","40251","40607"
"21.07.2019 23:30 - 21.07.2019 23:45","39923","40212"
"21.07.2019 23:45 - 22.07.2019 00:00","40357","39574"
"22.07.2019 00:00 - 22.07.2019 00:15","39306","39119"
"22.07.2019 00:15 - 22.07.2019 00:30","39294","39197"
"22.07.2019 00:30 - 22.07.2019 00:45","39184","39050"
"22.07.2019 00:45 - 22.07.2019 01:00","39268","38902"
"22.07.2019 01:00 - 22.07.2019 01:15","39307","39359"
"22.07.2019 01:15 - 22.07.2019 01:30","39351","39400"
"22.07.2019 01:30 - 22.07.2019 01:45","39374","39423"
"22.07.2019 01:45 - 22.07.2019 02:00","39461","39288"
"22.07.2019 02:00 - 22.07.2019 02:15","39992","40249"
"22.07.2019 02:15 - 22.07.2019 02:30","40364","40575"
"22.07.2019 02:30 - 22.07.2019 02:45","40804","41088"
"22.07.2019 02:45 - 22.07.2019 03:00","41419","41593"
"22.07.2019 03:00 - 22.07.2019 03:15","42809","43033"
"22.07.2019 03:15 - 22.07.2019 03:30","43396","43918"
"22.07.2019 03:30 - 22.07.2019 03:45","44543","44636"
"22.07.2019 03:45 - 22.07.2019 04:00","46066","45999"
"22.07.2019 04:00 - 22.07.2019 04:15","49224","49176"
"22.07.2019 04:15 - 22.07.2019 04:30","51248","51599"
"22.07.2019 04:30 - 22.07.2019 04:45","52984","53296"
"22.07.2019 04:45 - 22.07.2019 05:00","54589","54691"
"22.07.2019 05:00 - 22.07.2019 05:15","56350","56626"
"22.07.2019 05:15 - 22.07.2019 05:30","57785","57870"
"22.07.2019 05:30 - 22.07.2019 05:45","58975","59042"
"22.07.2019 05:45 - 22.07.2019 06:00","59805","60144"
"22.07.2019 06:00 - 22.07.2019 06:15","60604","61132"
"22.07.2019 06:15 - 22.07.2019 06:30","61237","61901"
"22.07.2019 06:30 - 22.07.2019 06:45","61640","62480"
"22.07.2019 06:45 - 22.07.2019 07:00","62033","62642"
"22.07.2019 07:00 - 22.07.2019 07:15","62038","62269"
"22.07.2019 07:15 - 22.07.2019 07:30","62475","62715"
"22.07.2019 07:30 - 22.07.2019 07:45","63064","63438"
"22.07.2019 07:45 - 22.07.2019 08:00","63597","64320"
"22.07.2019 08:00 - 22.07.2019 08:15","64128","64780"
"22.07.2019 08:15 - 22.07.2019 08:30","64332","64731"
"22.07.2019 08:30 - 22.07.2019 08:45","64725","64845"
"22.07.2019 08:45 - 22.07.2019 09:00","65085","65219"
"22.07.2019 09:00 - 22.07.2019 09:15","65304","65469"
"22.07.2019 09:15 - 22.07.2019 09:30","65742","66039"
"22.07.2019 09:30 - 22.07.2019 09:45","65934","66481"
"22.07.2019 09:45 - 22.07.2019 10:00","66244","66297"
"22.07.2019 10:00 - 22.07.2019 10:15","65940","66045"
"22.07.2019 10:15 - 22.07.2019 10:30","65501","65850"
"22.07.2019 10:30 - 22.07.2019 10:45","65300","65952"
"22.07.2019 10:45 - 22.07.2019 11:00","65287","66443"
"22.07.2019 11:00 - 22.07.2019 11:15","65052","66451"
"22.07.2019 11:15 - 22.07.2019 11:30","64955","66053"
"22.07.2019 11:30 - 22.07.2019 11:45","64431","65462"
"22.07.2019 11:45 - 22.07.2019 12:00","63968","65038"
"22.07.2019 12:00 - 22.07.2019 12:15","63797","65039"
"22.07.2019 12:15 - 22.07.2019 12:30","63819","64393"
"22.07.2019 12:30 - 22.07.2019 12:45","63539","64206"
"22.07.2019 12:45 - 22.07.2019 13:00","63390","63845"
"22.07.2019 13:00 - 22.07.2019 13:15","63358","63961"
"22.07.2019 13:15 - 22.07.2019 13:30","62915","63648"
"22.07.2019 13:30 - 22.07.2019 13:45","62541","63561"
"22.07.2019 13:45 - 22.07.2019 14:00","62046","63305"
"22.07.2019 14:00 - 22.07.2019 14:15","61903","63358"
"22.07.2019 14:15 - 22.07.2019 14:30","61465","63116"
"22.07.2019 14:30 - 22.07.2019 14:45","61774","62811"
"22.07.2019 14:45 - 22.07.2019 15:00","61252","62553"
"22.07.2019 15:00 - 22.07.2019 15:15","61396","62432"
"22.07.2019 15:15 - 22.07.2019 15:30","61180","62672"
"22.07.2019 15:30 - 22.07.2019 15:45","61139","62640"
"22.07.2019 15:45 - 22.07.2019 16:00","60950","62814"
"22.07.2019 16:00 - 22.07.2019 16:15","60585","62673"
"22.07.2019 16:15 - 22.07.2019 16:30","60642","62696"
"22.07.2019 16:30 - 22.07.2019 16:45","60512","62431"
"22.07.2019 16:45 - 22.07.2019 17:00","60405","62293"
"22.07.2019 17:00 - 22.07.2019 17:15","60079","61986"
"22.07.2019 17:15 - 22.07.2019 17:30","59446","61419"
"22.07.2019 17:30 - 22.07.2019 17:45","59113","61284"
"22.07.2019 17:45 - 22.07.2019 18:00","59002","60931"
"22.07.2019 18:00 - 22.07.2019 18:15","58062","60232"
"22.07.2019 18:15 - 22.07.2019 18:30","57286","59228"
"22.07.2019 18:30 - 22.07.2019 18:45","56819","58462"
